2023-11-03 11:09:20,667 - INFO - Epoch [24/50], Train Loss: 0.3979, Train Accuracy: 79.69%, Valid Loss: 0.7226, Valid Accuracy: 62.39% Saved!
2023-11-03 11:11:06,893 - INFO - Epoch [25/50], Train Loss: 0.3910, Train Accuracy: 81.85%, Valid Loss: 0.7276, Valid Accuracy: 66.97%
2023-11-03 11:11:07,565 - INFO - Epoch [25/50], Train Loss: 0.3910, Train Accuracy: 81.85%, Valid Loss: 0.7276, Valid Accuracy: 66.97% Saved!
2023-11-03 11:12:53,813 - INFO - Epoch [26/50], Train Loss: 0.3978, Train Accuracy: 81.85%, Valid Loss: 0.7678, Valid Accuracy: 60.55%
2023-11-03 11:14:39,954 - INFO - Epoch [27/50], Train Loss: 0.3545, Train Accuracy: 84.62%, Valid Loss: 0.7789, Valid Accuracy: 73.39%
2023-11-03 11:14:40,626 - INFO - Epoch [27/50], Train Loss: 0.3545, Train Accuracy: 84.62%, Valid Loss: 0.7789, Valid Accuracy: 73.39% Saved!
2023-11-03 11:16:26,974 - INFO - Epoch [28/50], Train Loss: 0.3753, Train Accuracy: 83.38%, Valid Loss: 0.7939, Valid Accuracy: 55.05%
2023-11-03 11:18:13,105 - INFO - Epoch [29/50], Train Loss: 0.3816, Train Accuracy: 84.00%, Valid Loss: 0.7908, Valid Accuracy: 58.72%
2023-11-03 11:19:59,225 - INFO - Epoch [30/50], Train Loss: 0.3322, Train Accuracy: 84.00%, Valid Loss: 0.8490, Valid Accuracy: 55.05%
2023-11-03 11:19:59,902 - INFO - Epoch [30/50], Train Loss: 0.3322, Train Accuracy: 84.00%, Valid Loss: 0.8490, Valid Accuracy: 55.05% Saved!
2023-11-03 11:21:46,122 - INFO - Epoch [31/50], Train Loss: 0.3485, Train Accuracy: 84.62%, Valid Loss: 0.7934, Valid Accuracy: 69.72%
2023-11-03 11:23:32,270 - INFO - Epoch [32/50], Train Loss: 0.3794, Train Accuracy: 84.31%, Valid Loss: 0.7277, Valid Accuracy: 66.06%
2023-11-03 11:25:18,382 - INFO - Epoch [33/50], Train Loss: 0.3375, Train Accuracy: 86.15%, Valid Loss: 0.7505, Valid Accuracy: 69.72%
2023-11-03 11:27:04,543 - INFO - Epoch [34/50], Train Loss: 0.3204, Train Accuracy: 87.69%, Valid Loss: 0.7632, Valid Accuracy: 69.72%
2023-11-03 11:27:05,218 - INFO - Epoch [34/50], Train Loss: 0.3204, Train Accuracy: 87.69%, Valid Loss: 0.7632, Valid Accuracy: 69.72% Saved!
2023-11-03 11:28:51,420 - INFO - Epoch [35/50], Train Loss: 0.2851, Train Accuracy: 87.38%, Valid Loss: 0.7636, Valid Accuracy: 69.72%
2023-11-03 11:28:52,095 - INFO - Epoch [35/50], Train Loss: 0.2851, Train Accuracy: 87.38%, Valid Loss: 0.7636, Valid Accuracy: 69.72% Saved!
2023-11-03 11:30:38,374 - INFO - Epoch [36/50], Train Loss: 0.3077, Train Accuracy: 86.77%, Valid Loss: 0.7773, Valid Accuracy: 65.14%
2023-11-03 11:32:24,788 - INFO - Epoch [37/50], Train Loss: 0.2999, Train Accuracy: 88.62%, Valid Loss: 0.8981, Valid Accuracy: 71.56%
2023-11-03 11:34:10,894 - INFO - Epoch [38/50], Train Loss: 0.3505, Train Accuracy: 85.23%, Valid Loss: 0.7066, Valid Accuracy: 66.06%
2023-11-03 11:35:57,061 - INFO - Epoch [39/50], Train Loss: 0.3633, Train Accuracy: 83.38%, Valid Loss: 0.7442, Valid Accuracy: 66.97%
2023-11-03 11:37:43,259 - INFO - Epoch [40/50], Train Loss: 0.3126, Train Accuracy: 86.15%, Valid Loss: 0.8563, Valid Accuracy: 54.13%
2023-11-03 11:39:29,435 - INFO - Epoch [41/50], Train Loss: 0.3422, Train Accuracy: 84.31%, Valid Loss: 0.8258, Valid Accuracy: 60.55%
2023-11-03 11:41:15,569 - INFO - Epoch [42/50], Train Loss: 0.2829, Train Accuracy: 87.38%, Valid Loss: 0.7880, Valid Accuracy: 69.72%
2023-11-03 11:41:16,242 - INFO - Epoch [42/50], Train Loss: 0.2829, Train Accuracy: 87.38%, Valid Loss: 0.7880, Valid Accuracy: 69.72% Saved!
2023-11-03 11:43:02,548 - INFO - Epoch [43/50], Train Loss: 0.2799, Train Accuracy: 88.92%, Valid Loss: 0.8676, Valid Accuracy: 60.55%
2023-11-03 11:43:03,219 - INFO - Epoch [43/50], Train Loss: 0.2799, Train Accuracy: 88.92%, Valid Loss: 0.8676, Valid Accuracy: 60.55% Saved!
2023-11-03 11:44:49,769 - INFO - Epoch [44/50], Train Loss: 0.3109, Train Accuracy: 88.00%, Valid Loss: 0.8362, Valid Accuracy: 71.56%
2023-11-03 11:46:35,987 - INFO - Epoch [45/50], Train Loss: 0.2923, Train Accuracy: 88.00%, Valid Loss: 0.7888, Valid Accuracy: 74.31%
2023-11-03 11:48:22,151 - INFO - Epoch [46/50], Train Loss: 0.2747, Train Accuracy: 89.54%, Valid Loss: 0.9515, Valid Accuracy: 68.81%
2023-11-03 11:48:22,823 - INFO - Epoch [46/50], Train Loss: 0.2747, Train Accuracy: 89.54%, Valid Loss: 0.9515, Valid Accuracy: 68.81% Saved!
2023-11-03 11:50:09,058 - INFO - Epoch [47/50], Train Loss: 0.2642, Train Accuracy: 88.92%, Valid Loss: 0.7729, Valid Accuracy: 68.81%
2023-11-03 11:50:09,735 - INFO - Epoch [47/50], Train Loss: 0.2642, Train Accuracy: 88.92%, Valid Loss: 0.7729, Valid Accuracy: 68.81% Saved!
2023-11-03 11:51:56,015 - INFO - Epoch [48/50], Train Loss: 0.2572, Train Accuracy: 88.62%, Valid Loss: 0.8158, Valid Accuracy: 64.22%
2023-11-03 11:51:56,699 - INFO - Epoch [48/50], Train Loss: 0.2572, Train Accuracy: 88.62%, Valid Loss: 0.8158, Valid Accuracy: 64.22% Saved!
2023-11-03 11:53:42,886 - INFO - Epoch [49/50], Train Loss: 0.2277, Train Accuracy: 91.08%, Valid Loss: 0.8453, Valid Accuracy: 66.97%
2023-11-03 11:53:42,998 - INFO - Epoch [49/50], Train Loss: 0.2277, Train Accuracy: 91.08%, Valid Loss: 0.8453, Valid Accuracy: 66.97% Saved!
2023-11-03 11:55:29,305 - INFO - Epoch [50/50], Train Loss: 0.2372, Train Accuracy: 89.54%, Valid Loss: 0.8540, Valid Accuracy: 69.72%
