2023-11-06 17:14:46,699 - INFO - Epoch [1/50], Train Loss: 1.7458, Train Accuracy: 25.00%, Valid Loss: 1.3126, Valid Accuracy: 40.00%
2023-11-06 17:14:47,366 - INFO - Epoch [1/50], Train Loss: 1.7458, Train Accuracy: 25.00%, Valid Loss: 1.3126, Valid Accuracy: 40.00% Saved!
2023-11-06 17:15:57,656 - INFO - Epoch [2/50], Train Loss: 1.5074, Train Accuracy: 37.22%, Valid Loss: 1.1248, Valid Accuracy: 58.33%
2023-11-06 17:15:57,969 - INFO - Epoch [2/50], Train Loss: 1.5074, Train Accuracy: 37.22%, Valid Loss: 1.1248, Valid Accuracy: 58.33% Saved!
2023-11-06 17:17:08,267 - INFO - Epoch [3/50], Train Loss: 1.3489, Train Accuracy: 43.33%, Valid Loss: 1.1685, Valid Accuracy: 40.00%
2023-11-06 17:18:18,573 - INFO - Epoch [4/50], Train Loss: 1.2125, Train Accuracy: 46.67%, Valid Loss: 1.0198, Valid Accuracy: 55.00%
2023-11-06 17:18:19,240 - INFO - Epoch [4/50], Train Loss: 1.2125, Train Accuracy: 46.67%, Valid Loss: 1.0198, Valid Accuracy: 55.00% Saved!
2023-11-06 17:19:29,516 - INFO - Epoch [5/50], Train Loss: 1.1647, Train Accuracy: 47.22%, Valid Loss: 0.9287, Valid Accuracy: 58.33%
2023-11-06 17:19:29,628 - INFO - Epoch [5/50], Train Loss: 1.1647, Train Accuracy: 47.22%, Valid Loss: 0.9287, Valid Accuracy: 58.33% Saved!
2023-11-06 17:20:39,950 - INFO - Epoch [6/50], Train Loss: 1.1102, Train Accuracy: 48.89%, Valid Loss: 0.9768, Valid Accuracy: 61.67%
2023-11-06 17:21:50,240 - INFO - Epoch [7/50], Train Loss: 1.2229, Train Accuracy: 47.78%, Valid Loss: 0.9542, Valid Accuracy: 63.33%
2023-11-06 17:23:00,487 - INFO - Epoch [8/50], Train Loss: 1.1220, Train Accuracy: 53.33%, Valid Loss: 0.9464, Valid Accuracy: 58.33%
2023-11-06 17:24:10,687 - INFO - Epoch [9/50], Train Loss: 1.1123, Train Accuracy: 52.78%, Valid Loss: 1.0280, Valid Accuracy: 56.67%
2023-11-06 17:25:20,859 - INFO - Epoch [10/50], Train Loss: 1.1159, Train Accuracy: 55.00%, Valid Loss: 0.9166, Valid Accuracy: 63.33%
2023-11-06 17:25:20,961 - INFO - Epoch [10/50], Train Loss: 1.1159, Train Accuracy: 55.00%, Valid Loss: 0.9166, Valid Accuracy: 63.33% Saved!
2023-11-06 17:26:31,214 - INFO - Epoch [11/50], Train Loss: 1.1150, Train Accuracy: 52.22%, Valid Loss: 0.8923, Valid Accuracy: 58.33%
2023-11-06 17:26:31,318 - INFO - Epoch [11/50], Train Loss: 1.1150, Train Accuracy: 52.22%, Valid Loss: 0.8923, Valid Accuracy: 58.33% Saved!
2023-11-06 17:27:41,682 - INFO - Epoch [12/50], Train Loss: 1.2483, Train Accuracy: 51.11%, Valid Loss: 0.9351, Valid Accuracy: 61.67%
