2023-11-06 17:14:46,699 - INFO - Epoch [1/50], Train Loss: 1.7458, Train Accuracy: 25.00%, Valid Loss: 1.3126, Valid Accuracy: 40.00%
2023-11-06 17:28:52,055 - INFO - Epoch [13/50], Train Loss: 1.0778, Train Accuracy: 51.11%, Valid Loss: 0.8885, Valid Accuracy: 56.67%
2023-11-06 17:28:52,722 - INFO - Epoch [13/50], Train Loss: 1.0778, Train Accuracy: 51.11%, Valid Loss: 0.8885, Valid Accuracy: 56.67% Saved!
2023-11-06 17:30:03,171 - INFO - Epoch [14/50], Train Loss: 1.0707, Train Accuracy: 51.67%, Valid Loss: 0.8482, Valid Accuracy: 56.67%
2023-11-06 17:30:03,280 - INFO - Epoch [14/50], Train Loss: 1.0707, Train Accuracy: 51.67%, Valid Loss: 0.8482, Valid Accuracy: 56.67% Saved!
2023-11-06 17:31:13,686 - INFO - Epoch [15/50], Train Loss: 1.1053, Train Accuracy: 50.56%, Valid Loss: 0.9523, Valid Accuracy: 56.67%
2023-11-06 17:32:24,166 - INFO - Epoch [16/50], Train Loss: 1.1875, Train Accuracy: 50.00%, Valid Loss: 0.9070, Valid Accuracy: 56.67%
2023-11-06 17:33:34,696 - INFO - Epoch [17/50], Train Loss: 1.0851, Train Accuracy: 56.11%, Valid Loss: 0.8987, Valid Accuracy: 51.67%
2023-11-06 17:34:45,275 - INFO - Epoch [18/50], Train Loss: 1.0618, Train Accuracy: 55.56%, Valid Loss: 0.8718, Valid Accuracy: 58.33%
2023-11-06 17:35:55,883 - INFO - Epoch [19/50], Train Loss: 1.0494, Train Accuracy: 50.56%, Valid Loss: 0.8788, Valid Accuracy: 60.00%
2023-11-06 17:37:06,496 - INFO - Epoch [20/50], Train Loss: 1.0527, Train Accuracy: 55.00%, Valid Loss: 0.8360, Valid Accuracy: 66.67%
2023-11-06 17:37:07,161 - INFO - Epoch [20/50], Train Loss: 1.0527, Train Accuracy: 55.00%, Valid Loss: 0.8360, Valid Accuracy: 66.67% Saved!
2023-11-06 17:38:17,727 - INFO - Epoch [21/50], Train Loss: 1.1427, Train Accuracy: 47.22%, Valid Loss: 0.8661, Valid Accuracy: 58.33%
2023-11-06 17:39:28,282 - INFO - Epoch [22/50], Train Loss: 1.1081, Train Accuracy: 50.00%, Valid Loss: 0.8706, Valid Accuracy: 63.33%
2023-11-06 17:40:38,830 - INFO - Epoch [23/50], Train Loss: 0.9858, Train Accuracy: 57.22%, Valid Loss: 0.8662, Valid Accuracy: 66.67%
2023-11-06 17:41:49,404 - INFO - Epoch [24/50], Train Loss: 1.0763, Train Accuracy: 56.67%, Valid Loss: 0.7371, Valid Accuracy: 65.00%
2023-11-06 17:41:50,074 - INFO - Epoch [24/50], Train Loss: 1.0763, Train Accuracy: 56.67%, Valid Loss: 0.7371, Valid Accuracy: 65.00% Saved!
2023-11-06 17:43:00,643 - INFO - Epoch [25/50], Train Loss: 0.9174, Train Accuracy: 62.22%, Valid Loss: 0.7907, Valid Accuracy: 68.33%
2023-11-06 17:44:11,246 - INFO - Epoch [26/50], Train Loss: 1.0214, Train Accuracy: 52.78%, Valid Loss: 0.7918, Valid Accuracy: 65.00%
2023-11-06 17:45:21,853 - INFO - Epoch [27/50], Train Loss: 1.0952, Train Accuracy: 50.56%, Valid Loss: 0.7604, Valid Accuracy: 66.67%
2023-11-06 17:46:32,442 - INFO - Epoch [28/50], Train Loss: 0.9595, Train Accuracy: 60.56%, Valid Loss: 0.7493, Valid Accuracy: 65.00%
2023-11-06 17:47:43,045 - INFO - Epoch [29/50], Train Loss: 0.9500, Train Accuracy: 60.00%, Valid Loss: 0.8166, Valid Accuracy: 63.33%
2023-11-06 17:48:53,590 - INFO - Epoch [30/50], Train Loss: 1.0874, Train Accuracy: 51.11%, Valid Loss: 0.8106, Valid Accuracy: 66.67%
2023-11-06 17:50:04,205 - INFO - Epoch [31/50], Train Loss: 1.0010, Train Accuracy: 57.22%, Valid Loss: 0.7934, Valid Accuracy: 68.33%
2023-11-06 17:51:14,853 - INFO - Epoch [32/50], Train Loss: 0.9151, Train Accuracy: 61.11%, Valid Loss: 0.7526, Valid Accuracy: 70.00%
2023-11-06 17:52:25,467 - INFO - Epoch [33/50], Train Loss: 0.9399, Train Accuracy: 58.89%, Valid Loss: 0.7977, Valid Accuracy: 65.00%
2023-11-06 17:53:36,100 - INFO - Epoch [34/50], Train Loss: 0.9760, Train Accuracy: 53.89%, Valid Loss: 0.7215, Valid Accuracy: 63.33%
2023-11-06 17:53:36,767 - INFO - Epoch [34/50], Train Loss: 0.9760, Train Accuracy: 53.89%, Valid Loss: 0.7215, Valid Accuracy: 63.33% Saved!
2023-11-06 17:54:47,442 - INFO - Epoch [35/50], Train Loss: 0.9374, Train Accuracy: 55.00%, Valid Loss: 0.7487, Valid Accuracy: 65.00%
2023-11-06 17:55:58,150 - INFO - Epoch [36/50], Train Loss: 0.9279, Train Accuracy: 59.44%, Valid Loss: 0.7354, Valid Accuracy: 60.00%
2023-11-06 17:57:08,759 - INFO - Epoch [37/50], Train Loss: 0.8797, Train Accuracy: 60.56%, Valid Loss: 0.7845, Valid Accuracy: 66.67%
2023-11-06 17:58:19,364 - INFO - Epoch [38/50], Train Loss: 1.0499, Train Accuracy: 53.33%, Valid Loss: 0.7981, Valid Accuracy: 63.33%
2023-11-06 17:59:29,868 - INFO - Epoch [39/50], Train Loss: 1.0063, Train Accuracy: 58.33%, Valid Loss: 0.7623, Valid Accuracy: 66.67%
2023-11-06 18:00:40,317 - INFO - Epoch [40/50], Train Loss: 0.8522, Train Accuracy: 60.00%, Valid Loss: 0.7312, Valid Accuracy: 65.00%
2023-11-06 18:01:50,657 - INFO - Epoch [41/50], Train Loss: 0.9372, Train Accuracy: 60.56%, Valid Loss: 0.7016, Valid Accuracy: 68.33%
2023-11-06 18:01:51,324 - INFO - Epoch [41/50], Train Loss: 0.9372, Train Accuracy: 60.56%, Valid Loss: 0.7016, Valid Accuracy: 68.33% Saved!
2023-11-06 18:03:01,654 - INFO - Epoch [42/50], Train Loss: 0.8991, Train Accuracy: 57.22%, Valid Loss: 0.7432, Valid Accuracy: 70.00%
2023-11-06 18:04:11,919 - INFO - Epoch [43/50], Train Loss: 0.9558, Train Accuracy: 56.11%, Valid Loss: 0.7347, Valid Accuracy: 66.67%
2023-11-06 18:05:22,148 - INFO - Epoch [44/50], Train Loss: 0.8782, Train Accuracy: 64.44%, Valid Loss: 0.7489, Valid Accuracy: 66.67%
2023-11-06 18:06:32,329 - INFO - Epoch [45/50], Train Loss: 0.9304, Train Accuracy: 54.44%, Valid Loss: 0.7869, Valid Accuracy: 61.67%
2023-11-06 18:07:42,511 - INFO - Epoch [46/50], Train Loss: 0.9118, Train Accuracy: 62.78%, Valid Loss: 0.7069, Valid Accuracy: 63.33%
2023-11-06 18:08:52,735 - INFO - Epoch [47/50], Train Loss: 0.9203, Train Accuracy: 60.56%, Valid Loss: 0.7258, Valid Accuracy: 68.33%
2023-11-06 18:10:02,963 - INFO - Epoch [48/50], Train Loss: 0.7869, Train Accuracy: 58.89%, Valid Loss: 0.7365, Valid Accuracy: 63.33%
2023-11-06 18:11:13,234 - INFO - Epoch [49/50], Train Loss: 0.8755, Train Accuracy: 60.56%, Valid Loss: 0.7237, Valid Accuracy: 68.33%
2023-11-06 18:12:23,512 - INFO - Epoch [50/50], Train Loss: 0.9032, Train Accuracy: 55.56%, Valid Loss: 0.7936, Valid Accuracy: 63.33%
