2023-11-06 16:16:13,382 - INFO - Epoch [1/50], Train Loss: 1.8722, Train Accuracy: 21.67%, Valid Loss: 1.3597, Valid Accuracy: 40.00%
2023-11-06 16:16:14,055 - INFO - Epoch [1/50], Train Loss: 1.8722, Train Accuracy: 21.67%, Valid Loss: 1.3597, Valid Accuracy: 40.00% Saved!
2023-11-06 16:17:23,941 - INFO - Epoch [2/50], Train Loss: 1.3735, Train Accuracy: 41.67%, Valid Loss: 1.2154, Valid Accuracy: 41.67%
2023-11-06 16:17:24,047 - INFO - Epoch [2/50], Train Loss: 1.3735, Train Accuracy: 41.67%, Valid Loss: 1.2154, Valid Accuracy: 41.67% Saved!
2023-11-06 16:18:33,948 - INFO - Epoch [3/50], Train Loss: 1.2898, Train Accuracy: 45.56%, Valid Loss: 1.0904, Valid Accuracy: 45.00%
2023-11-06 16:18:34,616 - INFO - Epoch [3/50], Train Loss: 1.2898, Train Accuracy: 45.56%, Valid Loss: 1.0904, Valid Accuracy: 45.00% Saved!
2023-11-06 16:19:44,635 - INFO - Epoch [4/50], Train Loss: 1.2173, Train Accuracy: 42.22%, Valid Loss: 1.0487, Valid Accuracy: 53.33%
2023-11-06 16:19:44,736 - INFO - Epoch [4/50], Train Loss: 1.2173, Train Accuracy: 42.22%, Valid Loss: 1.0487, Valid Accuracy: 53.33% Saved!
2023-11-06 16:20:54,738 - INFO - Epoch [5/50], Train Loss: 1.1162, Train Accuracy: 53.33%, Valid Loss: 0.9900, Valid Accuracy: 55.00%
2023-11-06 16:20:54,842 - INFO - Epoch [5/50], Train Loss: 1.1162, Train Accuracy: 53.33%, Valid Loss: 0.9900, Valid Accuracy: 55.00% Saved!
2023-11-06 16:22:04,829 - INFO - Epoch [6/50], Train Loss: 1.0063, Train Accuracy: 56.11%, Valid Loss: 1.0211, Valid Accuracy: 53.33%
2023-11-06 16:23:14,858 - INFO - Epoch [7/50], Train Loss: 1.0596, Train Accuracy: 55.56%, Valid Loss: 0.9725, Valid Accuracy: 55.00%
2023-11-06 16:23:15,527 - INFO - Epoch [7/50], Train Loss: 1.0596, Train Accuracy: 55.56%, Valid Loss: 0.9725, Valid Accuracy: 55.00% Saved!
2023-11-06 16:24:25,587 - INFO - Epoch [8/50], Train Loss: 0.9370, Train Accuracy: 56.67%, Valid Loss: 0.9615, Valid Accuracy: 56.67%
2023-11-06 16:24:25,692 - INFO - Epoch [8/50], Train Loss: 0.9370, Train Accuracy: 56.67%, Valid Loss: 0.9615, Valid Accuracy: 56.67% Saved!
2023-11-06 16:25:35,723 - INFO - Epoch [9/50], Train Loss: 1.0788, Train Accuracy: 53.89%, Valid Loss: 0.9632, Valid Accuracy: 53.33%
2023-11-06 16:26:45,969 - INFO - Epoch [10/50], Train Loss: 1.0188, Train Accuracy: 54.44%, Valid Loss: 0.9481, Valid Accuracy: 56.67%
2023-11-06 16:26:46,636 - INFO - Epoch [10/50], Train Loss: 1.0188, Train Accuracy: 54.44%, Valid Loss: 0.9481, Valid Accuracy: 56.67% Saved!
2023-11-06 16:27:56,597 - INFO - Epoch [11/50], Train Loss: 0.9494, Train Accuracy: 55.56%, Valid Loss: 0.9296, Valid Accuracy: 58.33%
2023-11-06 16:27:56,700 - INFO - Epoch [11/50], Train Loss: 0.9494, Train Accuracy: 55.56%, Valid Loss: 0.9296, Valid Accuracy: 58.33% Saved!
2023-11-06 16:29:06,612 - INFO - Epoch [12/50], Train Loss: 0.9347, Train Accuracy: 56.67%, Valid Loss: 0.9022, Valid Accuracy: 58.33%
2023-11-06 16:29:07,087 - INFO - Epoch [12/50], Train Loss: 0.9347, Train Accuracy: 56.67%, Valid Loss: 0.9022, Valid Accuracy: 58.33% Saved!
2023-11-06 16:30:17,040 - INFO - Epoch [13/50], Train Loss: 0.8399, Train Accuracy: 63.89%, Valid Loss: 0.8952, Valid Accuracy: 58.33%
2023-11-06 16:30:17,717 - INFO - Epoch [13/50], Train Loss: 0.8399, Train Accuracy: 63.89%, Valid Loss: 0.8952, Valid Accuracy: 58.33% Saved!
2023-11-06 16:31:27,577 - INFO - Epoch [14/50], Train Loss: 0.8855, Train Accuracy: 65.00%, Valid Loss: 0.8946, Valid Accuracy: 56.67%
2023-11-06 16:31:27,681 - INFO - Epoch [14/50], Train Loss: 0.8855, Train Accuracy: 65.00%, Valid Loss: 0.8946, Valid Accuracy: 56.67% Saved!
2023-11-06 16:32:37,561 - INFO - Epoch [15/50], Train Loss: 0.8361, Train Accuracy: 63.33%, Valid Loss: 0.9202, Valid Accuracy: 60.00%
2023-11-06 16:33:47,482 - INFO - Epoch [16/50], Train Loss: 0.8974, Train Accuracy: 60.00%, Valid Loss: 0.8825, Valid Accuracy: 61.67%
2023-11-06 16:33:48,149 - INFO - Epoch [16/50], Train Loss: 0.8974, Train Accuracy: 60.00%, Valid Loss: 0.8825, Valid Accuracy: 61.67% Saved!
2023-11-06 16:34:58,092 - INFO - Epoch [17/50], Train Loss: 0.8857, Train Accuracy: 55.56%, Valid Loss: 0.8865, Valid Accuracy: 61.67%
2023-11-06 16:36:08,020 - INFO - Epoch [18/50], Train Loss: 0.9172, Train Accuracy: 58.89%, Valid Loss: 0.8173, Valid Accuracy: 56.67%
2023-11-06 16:36:08,685 - INFO - Epoch [18/50], Train Loss: 0.9172, Train Accuracy: 58.89%, Valid Loss: 0.8173, Valid Accuracy: 56.67% Saved!
2023-11-06 16:37:18,630 - INFO - Epoch [19/50], Train Loss: 0.8109, Train Accuracy: 67.78%, Valid Loss: 0.8037, Valid Accuracy: 66.67%
